datetime,Tmean,Tmax,Tmin,precip,precip_flg,Sunlight,wind,humidity,cloud_cover,pres,TDFK,iday_overview,inight_overview,total,SHINSEIJI,YOJI,KIDS,ADULT,ELDER,UNKNOWN,Death,Severe,Mid,Minor,other,home,work1,work2,school,indoor,outdoor,road,other_place
2016-05-01,18.8,26.5,11.7,0.0,1,22.89,2.7,46.0,5.5,1015.8,23,32,86,3,0,1,0,2,0,0,0,0,0,3,0,,,,,,,,
2016-05-02,20.2,28.4,13.6,0.0,1,25.8,2.7,56.0,5.0,1019.3,23,47,42,3,0,0,1,1,1,0,0,0,2,1,0,,,,,,,,
2016-05-03,19.6,23.6,16.5,11.5,0,14.31,5.7,72.0,9.0,1015.2,23,52,5,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,
2016-05-04,21.3,25.9,16.2,25.0,0,28.29,5.1,48.0,3.5,1006.7,23,15,19,4,0,0,0,3,1,0,0,0,0,4,0,,,,,,,,
2016-05-05,20.4,24.5,16.7,0.0,1,27.7,5.1,31.0,3.0,1013.9,23,24,106,2,0,0,1,1,0,0,0,0,1,1,0,,,,,,,,
2016-05-06,16.0,19.5,14.5,8.0,0,5.49,2.2,65.0,10.0,1016.9,23,77,120,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-05-07,17.2,23.5,13.2,1.5,0,17.03,3.2,73.0,7.8,1011.8,23,65,110,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-05-08,19.8,26.4,14.1,0.0,1,26.85,3.6,46.0,10.0,1016.8,23,96,106,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,
2016-05-09,17.2,20.3,14.8,12.0,0,6.07,2.4,82.0,10.0,1015.6,23,107,124,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-05-10,17.7,20.7,15.3,15.0,0,6.26,1.7,93.0,10.0,1007.8,23,73,118,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,
2016-05-11,18.8,21.4,14.9,18.5,0,6.3,4.7,81.0,8.5,1003.4,23,61,22,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,
2016-05-12,20.0,27.7,13.6,0.0,1,30.04,3.7,52.0,0.0,1014.4,23,14,19,5,0,0,0,0,5,0,0,0,2,3,0,,,,,,,,
2016-05-13,21.0,27.0,15.1,0.0,1,28.55,2.2,62.0,4.0,1019.1,23,24,116,8,0,0,1,2,5,0,0,0,1,7,0,,,,,,,,
2016-05-14,21.8,28.1,16.7,0.0,1,25.85,3.3,58.0,5.3,1021.8,23,96,55,8,0,1,3,2,2,0,0,0,1,7,0,,,,,,,,
2016-05-15,20.1,24.3,17.6,0.0,1,19.0,3.2,66.0,8.3,1020.6,23,75,55,3,0,0,0,2,1,0,0,1,1,1,0,,,,,,,,
2016-05-16,19.2,21.2,17.4,6.5,0,4.47,4.8,74.0,10.0,1013.4,23,52,120,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,
2016-05-17,18.0,23.8,13.3,25.0,0,21.56,4.1,69.0,7.5,1011.4,23,98,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-05-18,20.2,27.6,12.6,0.0,1,30.08,2.8,49.0,1.8,1017.5,23,15,19,4,0,0,1,2,1,0,0,0,2,2,0,,,,,,,,
2016-05-19,21.1,27.4,15.2,0.0,1,26.07,2.8,53.0,7.5,1019.5,23,97,106,5,0,0,3,0,2,0,0,0,2,3,0,,,,,,,,
2016-05-20,20.1,25.0,17.7,0.0,0,17.03,2.4,65.0,7.3,1018.9,23,75,20,3,0,0,0,0,3,0,0,0,1,2,0,,,,,,,,
2016-05-21,21.5,29.7,15.1,0.0,1,28.51,2.7,59.0,1.8,1016.1,23,14,19,22,0,1,7,3,11,0,0,0,5,17,0,,,,,,,,
2016-05-22,23.2,29.5,17.0,0.0,1,28.28,2.5,52.0,1.5,1016.4,23,15,29,12,0,0,2,3,7,0,0,0,3,9,0,,,,,,,,
2016-05-23,24.9,32.8,17.6,0.0,1,28.21,2.3,43.0,1.8,1014.4,23,24,47,16,0,1,3,1,11,0,0,0,4,12,0,,,,,,,,
2016-05-24,24.1,31.1,18.6,0.0,1,25.45,3.2,51.0,6.3,1013.4,23,97,69,17,0,0,2,5,10,0,0,0,2,15,0,,,,,,,,
2016-05-25,22.6,25.4,20.7,0.0,0,9.76,3.1,68.0,10.0,1014.4,23,61,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-05-26,23.3,27.7,20.3,1.5,0,12.1,2.7,72.0,10.0,1011.8,23,52,135,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,
2016-05-27,23.4,28.9,20.1,2.0,0,20.95,4.1,68.0,8.8,1007.8,23,55,55,5,0,1,1,2,1,0,0,0,2,3,0,,,,,,,,
2016-05-28,21.7,24.4,18.8,0.0,0,8.62,2.1,72.0,7.5,1008.8,23,52,36,4,0,0,1,1,2,0,0,0,1,3,0,,,,,,,,
2016-05-29,21.4,27.5,17.3,11.0,0,18.58,2.7,74.0,7.8,1007.3,23,32,118,8,0,0,1,4,3,0,0,0,0,8,0,,,,,,,,
2016-05-30,19.1,22.4,17.0,7.5,0,7.98,2.7,88.0,10.0,1004.8,23,127,59,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,
2016-05-31,23.8,29.8,18.2,0.0,0,25.86,2.5,62.0,8.3,1005.2,23,47,106,6,0,0,0,1,5,0,0,0,2,4,0,,,,,,,,
2016-06-01,20.9,25.2,17.3,0.0,1,17.92,6.6,47.0,7.5,1003.3,23,99,19,3,0,0,0,0,3,0,0,0,0,3,0,,,,,,,,
2016-06-02,20.5,26.9,15.3,0.0,1,31.11,6.2,40.0,0.0,1005.6,23,14,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-06-03,20.7,27.0,13.8,0.0,1,29.12,3.0,47.0,2.5,1012.8,23,15,28,4,0,0,1,0,3,0,0,0,0,4,0,,,,,,,,
2016-06-04,21.5,25.2,18.3,1.0,0,14.05,3.0,65.0,9.8,1013.8,23,52,120,2,0,0,1,0,1,0,0,0,0,2,0,,,,,,,,
2016-06-05,19.3,23.8,16.1,8.0,0,15.23,1.4,75.0,7.5,1011.9,23,111,29,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,
2016-06-06,21.6,26.4,16.6,0.0,1,22.59,2.9,68.0,7.5,1014.8,23,96,69,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,
2016-06-07,21.0,24.2,18.3,3.5,0,8.95,2.3,74.0,10.0,1014.5,23,73,130,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-06-08,22.6,28.0,18.5,0.0,0,25.72,2.6,70.0,9.3,1012.9,23,105,69,4,0,0,0,1,3,0,0,0,3,1,0,,,,,,,,
2016-06-09,22.8,26.8,21.1,0.0,0,9.51,1.6,79.0,8.3,1010.6,23,61,20,2,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,
2016-06-10,24.5,31.4,19.8,0.0,1,29.44,3.6,62.0,1.5,1012.9,23,15,20,13,0,1,0,5,7,0,0,1,2,10,0,,,,,,,,
2016-06-11,24.3,29.8,20.1,0.0,1,23.34,2.8,62.0,7.3,1015.4,23,96,53,14,0,0,5,2,7,0,0,0,4,10,0,,,,,,,,
2016-06-12,23.2,27.2,20.8,5.0,0,9.57,2.5,75.0,10.0,1010.8,23,67,118,8,0,1,0,3,4,0,0,1,2,5,0,,,,,,,,
2016-06-13,21.7,24.5,19.7,25.0,0,7.57,3.0,87.0,10.0,998.7,23,121,79,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,
2016-06-14,24.0,29.0,19.9,0.0,0,20.63,3.1,70.0,7.0,1003.1,23,79,55,8,0,0,1,1,6,0,0,0,6,2,0,,,,,,,,
2016-06-15,24.2,28.7,21.3,0.0,0,18.08,3.8,70.0,10.0,1008.6,23,52,53,10,0,0,0,3,7,0,0,1,1,8,0,,,,,,,,
2016-06-16,21.7,23.7,20.0,9.0,0,5.52,2.9,84.0,10.0,1004.2,23,127,135,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-06-17,24.1,29.3,20.1,0.5,0,19.19,3.3,70.0,8.5,1006.1,23,55,20,9,0,1,0,4,4,0,0,0,3,6,0,,,,,,,,
2016-06-18,25.9,32.9,19.3,0.0,1,29.64,2.8,54.0,4.3,1013.4,23,15,39,16,0,0,2,3,11,0,0,0,2,14,0,,,,,,,,
2016-06-19,22.7,25.9,20.3,10.5,0,7.25,1.7,81.0,10.0,1013.1,23,108,59,2,0,0,0,0,2,0,0,0,0,2,0,,,,,,,,
2016-06-20,25.1,30.1,20.2,0.0,1,19.72,1.9,71.0,9.0,1008.4,23,66,75,14,0,0,0,5,9,0,0,0,6,8,0,,,,,,,,
2016-06-21,25.2,30.6,20.4,24.0,0,18.52,2.7,74.0,7.5,1006.6,23,94,30,5,0,0,0,2,3,0,0,0,1,4,0,,,,,,,,
2016-06-22,24.4,27.7,22.0,9.5,0,10.02,2.5,83.0,9.0,1007.9,23,61,5,7,0,0,0,4,3,0,0,0,2,5,0,,,,,,,,
2016-06-23,24.8,31.0,21.9,55.0,0,21.36,4.1,76.0,6.3,1003.0,23,65,39,7,0,0,0,2,5,0,0,0,2,5,0,,,,,,,,
2016-06-24,22.5,27.0,20.1,10.5,0,8.12,2.4,79.0,8.5,1005.6,23,73,136,3,0,0,0,2,1,0,0,0,0,3,0,,,,,,,,
2016-06-25,23.0,26.5,19.3,11.5,0,5.14,2.1,86.0,10.0,1003.0,23,88,123,7,0,0,2,5,0,0,0,0,1,6,0,,,,,,,,
2016-06-26,23.3,28.9,18.2,0.0,0,22.66,2.7,66.0,7.0,1008.6,23,41,22,11,0,0,3,3,5,0,0,1,3,7,0,,,,,,,,
2016-06-27,24.2,30.7,19.3,4.0,0,23.64,3.1,60.0,6.0,1013.0,23,32,7,8,0,0,1,3,4,0,0,0,1,7,0,,,,,,,,
2016-06-28,20.7,24.7,17.3,34.0,0,8.3,2.2,83.0,10.0,1011.2,23,88,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-06-29,22.3,24.2,21.4,7.5,0,4.27,1.9,89.0,10.0,1013.8,23,77,59,3,0,0,1,1,1,0,0,0,0,3,0,,,,,,,,
2016-06-30,25.0,29.1,21.6,0.0,0,13.51,1.3,81.0,9.8,1012.6,23,67,79,6,0,1,0,3,2,0,0,0,3,3,0,,,,,,,,
2016-07-01,27.7,33.5,22.7,0.0,1,26.91,2.2,70.0,6.0,1012.5,23,38,53,61,0,0,13,18,30,0,0,1,13,45,2,,,,,,,,
2016-07-02,29.0,33.8,24.4,0.0,1,24.3,2.3,67.0,10.0,1011.3,23,96,53,92,0,1,19,35,37,0,0,0,15,76,1,,,,,,,,
2016-07-03,27.8,34.1,24.4,18.0,0,14.91,2.6,75.0,10.0,1010.4,23,67,44,70,0,0,9,23,38,0,0,0,18,51,1,,,,,,,,
2016-07-04,27.9,33.6,23.9,2.0,0,19.8,2.4,73.0,7.3,1012.7,23,35,79,65,0,0,5,25,35,0,0,0,23,42,0,,,,,,,,
2016-07-05,27.9,34.3,24.5,0.0,0,23.98,3.4,68.0,6.5,1016.6,23,22,75,60,0,1,2,16,41,0,0,2,13,45,0,,,,,,,,
2016-07-06,25.9,30.2,22.1,1.0,0,13.88,1.8,77.0,8.8,1017.6,23,66,89,30,0,0,5,12,13,0,0,0,9,21,0,,,,,,,,
2016-07-07,29.9,34.6,25.0,0.5,0,28.3,3.9,63.0,6.0,1013.9,23,15,106,55,0,0,6,19,30,0,0,1,16,38,0,,,,,,,,
2016-07-08,27.1,29.5,25.4,0.0,0,8.26,2.1,74.0,9.8,1013.5,23,77,17,21,0,1,1,7,12,0,0,0,8,13,0,,,,,,,,
2016-07-09,22.3,25.4,20.1,63.5,0,4.33,2.3,94.0,8.5,1008.1,23,113,42,4,0,0,2,1,1,0,0,0,0,4,0,,,,,,,,
2016-07-10,26.7,32.4,21.6,0.0,1,24.64,2.1,74.0,8.5,1004.7,23,96,107,49,0,2,9,21,17,0,0,0,5,44,0,,,,,,,,
2016-07-11,29.3,35.0,23.5,0.0,1,29.54,3.1,51.0,8.8,1004.8,23,105,53,41,0,0,1,17,23,0,0,1,11,29,0,,,,,,,,
2016-07-12,28.2,30.8,24.8,0.0,0,10.82,1.7,64.0,9.5,1005.6,23,61,53,39,0,0,4,16,19,0,0,1,12,26,0,,,,,,,,
2016-07-13,27.1,29.6,24.0,18.5,0,8.81,1.8,83.0,9.8,1001.8,23,88,101,28,0,0,3,18,7,0,0,0,3,25,0,,,,,,,,
2016-07-14,28.1,33.7,24.0,4.5,0,25.33,3.5,69.0,4.8,997.7,23,22,37,37,0,0,4,14,19,0,0,1,9,27,0,,,,,,,,
2016-07-15,25.5,29.6,23.5,0.0,0,17.48,4.3,66.0,8.3,999.8,23,63,39,8,0,0,1,3,4,0,0,1,0,7,0,,,,,,,,
2016-07-16,25.6,29.1,22.5,1.0,0,11.11,2.2,72.0,9.5,1006.6,23,61,53,20,0,1,4,8,7,0,0,0,8,12,0,,,,,,,,
2016-07-17,27.1,30.6,24.8,0.0,0,11.17,2.0,75.0,10.0,1007.3,23,52,79,27,0,0,5,8,14,0,0,0,10,17,0,,,,,,,,
2016-07-18,28.2,33.5,23.9,0.0,1,28.52,3.9,60.0,0.0,1007.5,23,14,19,35,0,0,4,15,16,0,0,1,15,19,0,,,,,,,,
2016-07-19,28.7,34.7,23.7,0.0,1,28.68,3.0,53.0,1.3,1009.1,23,15,19,44,0,0,3,14,27,0,0,1,10,33,0,,,,,,,,
2016-07-20,28.5,34.2,23.6,0.0,1,27.85,3.0,58.0,6.8,1010.6,23,105,55,51,0,1,5,24,21,0,0,2,12,37,0,,,,,,,,
2016-07-21,27.7,33.4,24.7,0.0,1,20.57,2.8,65.0,10.0,1010.9,23,47,53,53,0,0,9,16,28,0,0,2,11,40,0,,,,,,,,
2016-07-22,26.3,30.6,24.2,0.0,0,14.35,3.3,71.0,9.3,1011.2,23,61,53,12,0,0,3,4,5,0,0,0,5,7,0,,,,,,,,
2016-07-23,25.1,28.4,23.2,0.0,1,12.92,2.9,68.0,9.5,1013.5,23,52,55,10,0,0,3,1,6,0,0,0,2,8,0,,,,,,,,
2016-07-24,25.4,30.4,23.1,0.0,1,15.72,2.5,70.0,9.5,1014.7,23,52,55,15,0,1,1,7,6,0,0,0,2,13,0,,,,,,,,
2016-07-25,26.3,31.3,23.5,0.0,1,20.66,2.5,64.0,9.8,1014.0,23,52,53,16,0,0,2,2,12,0,0,0,6,10,0,,,,,,,,
2016-07-26,22.7,24.6,21.0,61.0,0,1.97,1.9,87.0,10.0,1011.4,23,108,14,6,0,0,0,4,2,0,0,0,0,6,0,,,,,,,,
2016-07-27,24.9,29.1,22.1,0.0,0,11.0,1.9,85.0,10.0,1010.1,23,61,53,15,0,0,3,9,3,0,0,0,6,9,0,,,,,,,,
2016-07-28,26.8,30.6,24.2,0.0,0,14.85,2.8,74.0,9.3,1012.1,23,55,22,26,0,1,2,13,10,0,0,0,4,22,0,,,,,,,,
2016-07-29,27.2,31.6,23.3,0.0,1,18.48,2.4,69.0,7.5,1013.5,23,41,55,43,0,0,0,21,22,0,0,1,8,34,0,,,,,,,,
2016-07-30,28.0,32.7,24.6,0.0,0,19.68,2.3,63.0,9.5,1013.2,23,61,59,23,0,0,3,6,14,0,0,0,3,20,0,,,,,,,,
2016-07-31,29.1,35.3,24.9,0.0,0,25.22,1.9,61.0,5.0,1010.8,23,23,25,48,0,1,5,19,23,0,0,2,9,37,0,,,,,,,,
2016-08-01,27.9,35.3,24.3,13.0,0,21.99,2.3,74.0,6.3,1008.4,23,31,97,45,0,0,3,15,27,0,0,1,8,36,0,,,,,,,,
2016-08-02,26.5,34.0,22.4,47.5,0,19.24,2.3,79.0,9.3,1007.6,23,46,61,41,0,0,5,17,19,0,0,1,13,27,0,,,,,,,,
2016-08-03,27.9,33.2,23.6,0.0,0,20.5,2.4,73.0,9.3,1008.4,23,55,109,41,0,0,6,18,17,0,0,0,13,28,0,,,,,,,,
2016-08-04,29.0,34.1,25.2,0.0,0,22.06,2.5,70.0,6.5,1009.3,23,17,66,50,0,0,3,24,23,0,0,1,11,38,0,,,,,,,,
2016-08-05,29.3,34.5,25.5,0.0,0,23.59,2.6,69.0,6.5,1010.3,23,15,42,62,0,1,6,31,24,0,0,2,17,43,0,,,,,,,,
2016-08-06,29.8,34.7,26.2,0.0,1,23.53,2.4,67.0,5.0,1009.2,23,15,55,73,0,0,9,31,33,0,0,0,15,58,0,,,,,,,,
2016-08-07,29.5,33.2,27.1,0.0,1,21.14,2.6,67.0,7.5,1008.6,23,41,42,66,0,1,9,24,32,0,0,2,12,50,2,,,,,,,,
2016-08-08,31.0,37.8,26.0,0.0,1,26.4,4.2,56.0,1.0,1003.0,23,14,19,94,0,1,9,40,44,0,0,1,25,68,0,,,,,,,,
2016-08-09,30.1,35.8,26.4,0.0,1,24.53,5.8,55.0,1.3,1003.7,23,15,19,71,0,2,6,24,39,0,0,2,18,51,0,,,,,,,,
2016-08-10,28.9,34.4,24.6,0.0,1,25.18,3.3,51.0,4.5,1007.6,23,24,24,44,0,1,2,13,28,0,0,2,18,24,0,,,,,,,,
2016-08-11,28.5,34.8,23.7,0.0,1,23.63,2.7,62.0,8.5,1008.6,23,97,42,30,0,0,4,10,16,0,0,1,8,21,0,,,,,,,,
2016-08-12,28.3,32.6,25.8,0.0,1,17.97,3.2,66.0,6.8,1009.0,23,17,86,21,0,0,0,8,13,0,0,0,2,19,0,,,,,,,,
2016-08-13,28.4,33.4,25.7,0.0,1,17.61,2.5,63.0,7.0,1007.6,23,75,36,25,0,0,2,6,17,0,0,1,3,21,0,,,,,,,,
2016-08-14,28.0,32.0,25.6,0.0,0,14.83,3.0,73.0,9.0,1004.7,23,55,53,15,0,0,1,8,6,0,0,0,1,14,0,,,,,,,,
2016-08-15,27.9,33.5,25.0,2.0,0,14.38,2.0,74.0,10.0,1002.5,23,67,67,23,0,0,0,10,13,0,0,1,4,18,0,,,,,,,,
2016-08-16,29.8,34.5,25.4,0.0,0,24.82,2.5,61.0,7.5,1000.9,23,15,86,37,0,0,2,16,19,0,0,2,10,25,0,,,,,,,,
2016-08-17,30.9,36.6,27.2,0.0,0,18.57,2.8,62.0,5.5,1000.0,23,17,42,90,0,0,15,49,26,0,0,4,13,73,0,,,,,,,,
2016-08-18,29.3,34.0,24.9,23.5,0,18.08,2.6,73.0,7.3,1005.2,23,82,20,54,0,0,2,32,20,0,0,3,9,42,0,,,,,,,,
2016-08-19,29.6,34.6,25.5,6.5,0,22.69,2.5,69.0,5.0,1006.0,23,15,45,65,0,1,6,29,29,0,0,4,18,43,0,,,,,,,,
2016-08-20,29.6,36.1,24.8,0.5,0,22.62,2.4,68.0,5.5,1003.7,23,32,140,61,0,0,5,24,32,0,0,0,12,49,0,,,,,,,,
2016-08-21,29.1,34.3,24.5,0.0,1,22.93,2.4,68.0,3.8,1004.9,23,15,31,43,0,0,3,15,25,0,0,1,6,36,0,,,,,,,,
2016-08-22,30.9,37.6,27.3,0.0,1,17.88,4.6,62.0,6.0,1000.4,23,38,20,46,0,1,2,22,21,0,0,2,8,36,0,,,,,,,,
2016-08-23,30.4,35.9,27.1,0.0,0,22.19,3.0,61.0,5.8,1004.3,23,45,86,49,0,0,2,20,27,0,0,1,15,33,0,,,,,,,,
2016-08-24,27.8,30.5,25.5,5.0,0,9.87,2.4,76.0,9.5,1007.5,23,89,53,26,0,0,2,9,15,0,0,1,6,19,0,,,,,,,,
2016-08-25,28.1,31.2,25.5,1.0,0,11.2,2.4,71.0,7.8,1007.8,23,81,22,16,0,0,0,9,7,0,0,0,7,9,0,,,,,,,,
2016-08-26,28.9,33.9,24.7,0.0,0,19.95,2.2,65.0,6.5,1005.0,23,15,59,31,0,1,1,11,18,0,0,0,13,18,0,,,,,,,,
2016-08-27,26.6,30.6,24.3,1.0,0,10.79,2.7,73.0,9.8,1004.0,23,61,96,8,0,0,0,6,2,0,0,0,1,7,0,,,,,,,,
2016-08-28,25.3,30.2,22.0,10.5,0,9.39,1.7,84.0,9.0,1000.2,23,88,22,8,0,0,0,3,5,0,0,0,2,6,0,,,,,,,,
2016-08-29,26.9,32.0,22.8,0.5,0,18.1,2.9,75.0,7.5,991.2,23,55,135,21,0,0,7,7,7,0,0,0,4,17,0,,,,,,,,
2016-08-30,24.3,28.9,20.5,9.0,0,20.82,4.1,67.0,7.5,991.2,23,20,22,5,0,0,1,1,3,0,0,0,1,4,0,,,,,,,,
2016-08-31,26.8,32.5,22.1,0.0,1,24.87,4.3,55.0,2.0,999.9,23,15,20,6,0,0,1,1,4,0,0,0,1,5,0,,,,,,,,
2016-09-01,27.4,32.9,22.6,0.0,1,22.5,2.3,58.0,5.3,1008.1,23,15,20,10,0,0,0,5,5,0,0,1,3,6,0,,,,,,,,
2016-09-02,27.9,33.6,23.1,0.0,1,23.61,3.0,60.0,4.0,1011.7,23,15,28,17,0,0,0,12,5,0,0,1,0,16,0,,,,,,,,
2016-09-03,28.7,34.0,24.9,0.0,0,18.11,2.4,63.0,5.0,1012.4,23,41,22,19,0,0,5,7,7,0,0,0,6,13,0,,,,,,,,
2016-09-04,28.9,34.1,25.8,0.0,0,18.09,3.5,65.0,6.3,1014.0,23,20,58,14,0,0,2,4,8,0,0,0,3,11,0,,,,,,,,
2016-09-05,25.8,30.3,22.5,6.0,0,10.13,3.3,83.0,10.0,1013.2,23,88,96,2,0,0,0,0,2,0,0,0,0,2,0,,,,,,,,
2016-09-06,26.6,31.9,23.3,12.0,0,13.34,2.5,82.0,10.0,1009.6,23,61,53,8,0,0,1,3,4,0,0,0,3,5,0,,,,,,,,
2016-09-07,28.2,33.1,25.1,0.5,0,19.92,2.8,74.0,7.0,1004.8,23,41,98,24,0,2,4,8,10,0,0,0,4,20,0,,,,,,,,
2016-09-08,25.8,29.1,23.6,6.5,0,9.51,4.8,82.0,8.3,1001.6,23,95,20,5,0,1,1,2,1,0,0,0,1,4,0,,,,,,,,
2016-09-09,25.6,31.1,22.3,0.0,1,21.81,5.2,60.0,2.8,1006.4,23,15,19,9,0,0,0,3,6,0,0,0,1,8,0,,,,,,,,
2016-09-10,25.9,32.2,20.3,0.0,1,23.82,2.8,60.0,4.5,1011.4,23,15,107,5,0,0,1,2,2,0,0,0,0,5,0,,,,,,,,
2016-09-11,26.3,31.7,23.1,0.0,0,14.66,2.2,70.0,10.0,1014.2,23,55,86,9,0,0,1,5,3,0,0,0,1,8,0,,,,,,,,
2016-09-12,25.8,29.5,23.7,5.0,0,10.02,2.5,77.0,9.5,1016.5,23,67,82,2,0,0,0,0,2,0,0,0,1,1,0,,,,,,,,
2016-09-13,24.7,27.1,22.8,21.5,0,5.78,1.9,89.0,10.0,1014.3,23,88,53,2,0,0,1,0,1,0,0,0,0,2,0,,,,,,,,
2016-09-14,26.3,30.8,23.9,0.0,0,12.25,2.5,66.0,10.0,1015.2,23,67,59,3,0,0,2,0,1,0,0,0,2,1,0,,,,,,,,
2016-09-15,25.4,28.2,23.1,0.0,0,11.22,2.2,65.0,8.3,1014.9,23,52,69,4,0,1,2,0,1,0,0,0,0,4,0,,,,,,,,
2016-09-16,25.0,28.5,22.0,4.5,0,8.06,1.7,79.0,10.0,1015.6,23,52,53,3,0,0,0,2,1,0,0,0,0,3,0,,,,,,,,
2016-09-17,26.0,29.9,23.6,0.0,0,9.67,2.1,78.0,10.0,1013.6,23,61,96,4,0,0,1,1,2,0,0,0,2,2,0,,,,,,,,
2016-09-18,24.9,26.5,23.0,13.0,0,4.09,3.2,92.0,10.0,1008.8,23,108,122,2,0,0,0,0,2,0,0,0,0,2,0,,,,,,,,
2016-09-19,24.6,29.6,21.4,16.0,0,10.62,1.8,87.0,10.0,1007.4,23,88,120,4,0,0,2,1,1,0,0,0,1,3,0,,,,,,,,
2016-09-20,21.6,24.0,20.5,93.5,0,2.05,3.6,92.0,10.0,1004.9,23,4,96,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,
2016-09-21,22.0,23.9,20.5,1.5,0,6.45,1.6,89.0,10.0,1016.7,23,88,96,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-09-22,21.9,23.8,20.4,38.0,0,3.44,2.2,94.0,10.0,1016.4,23,9,135,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-09-23,23.2,25.5,21.4,12.0,0,5.13,1.8,85.0,10.0,1014.7,23,121,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016-09-24,22.0,24.2,20.6,3.5,0,3.62,1.8,87.0,9.8,1017.1,23,73,55,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,
2016-09-25,24.8,30.4,20.3,0.0,1,17.41,1.9,72.0,9.8,1018.2,23,66,69,11,0,0,0,6,5,0,0,0,1,10,0,,,,,,,,
2016-09-26,25.5,29.5,22.2,0.0,0,11.29,1.8,78.0,9.3,1019.3,23,55,42,10,0,0,0,6,4,0,0,0,3,7,0,,,,,,,,
2016-09-27,26.4,31.0,22.7,0.0,1,13.83,1.9,78.0,7.8,1017.6,23,79,36,22,0,0,2,8,12,0,0,0,6,16,0,,,,,,,,
2016-09-28,25.0,27.5,23.4,33.5,0,4.4,1.9,92.0,10.0,1013.7,23,129,118,9,0,0,1,8,0,0,0,0,1,8,0,,,,,,,,
2016-09-29,23.9,28.4,20.7,15.5,0,8.75,3.4,78.0,10.0,1012.1,23,61,79,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,
2016-09-30,21.3,25.8,17.9,16.0,0,10.49,2.5,75.0,8.5,1015.9,23,55,118,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2017-05-01,17.7,23.5,13.1,0.0,0,15.15,3.2,53.0,4.8,1014.0,23,63,19,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-05-02,16.6,23.3,10.3,0.0,1,27.48,3.3,46.0,5.0,1023.1,23,30,86,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-03,17.9,23.1,13.7,0.0,1,19.7,2.7,54.0,8.8,1027.0,23,52,53,2,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2017-05-04,19.0,23.9,14.5,0.0,1,23.02,3.4,57.0,7.5,1022.9,23,41,79,1,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-05,20.8,27.7,15.0,0.0,1,27.48,2.4,59.0,1.8,1016.3,23,15,28,9,0,0,2,5,2,0,0,0,0,9,0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0
2017-05-06,20.2,25.5,17.1,0.0,0,9.72,1.9,69.0,6.0,1012.3,23,52,39,4,0,0,2,0,2,0,0,0,0,4,0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2017-05-07,20.3,24.9,15.1,0.0,1,23.65,4.1,37.0,6.5,1011.1,23,102,20,1,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-08,21.5,28.6,13.3,0.0,1,28.29,3.7,28.0,3.0,1012.2,23,19,107,8,0,1,0,3,4,0,0,0,2,6,0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
2017-05-09,19.7,24.3,15.8,2.0,0,10.65,2.5,48.0,10.0,1016.8,23,52,118,1,0,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
