datetime,Tmean,Tmax,Tmin,precip,precip_flg,Sunlight,wind,humidity,cloud_cover,pres,TDFK,iday_overview,inight_overview,total,SHINSEIJI,YOJI,KIDS,ADULT,ELDER,UNKNOWN,Death,Severe,Mid,Minor,other,home,work1,work2,school,indoor,outdoor,road,other_place
2017-06-19,25.6,30.7,21.7,0.0,1,29.26,2.3,56.0,2.5,1010.1,27,14,106,16,0,0,1,8,7,0,0,0,4,12,0,8.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0
2017-06-20,25.0,30.8,21.5,0.5,0,17.91,1.9,60.0,10.0,1010.4,27,52,7,10,0,0,1,3,6,0,0,1,0,9,0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0
2017-06-21,21.2,24.4,18.7,72.0,0,5.25,3.2,86.0,10.0,1003.2,27,9,53,4,0,0,0,2,2,0,0,0,2,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-22,23.3,28.1,20.0,0.0,1,17.45,1.8,62.0,10.0,1009.6,27,52,53,9,0,0,0,3,6,0,0,0,3,6,0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
2017-06-23,25.5,32.3,20.3,0.0,1,27.66,1.9,61.0,8.5,1007.4,27,24,106,16,0,0,0,5,11,0,0,0,6,10,0,7.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0
2017-06-24,25.1,30.4,21.9,8.0,0,19.36,2.1,68.0,10.0,1005.0,27,52,135,10,0,0,2,6,2,0,0,0,3,7,0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
2017-06-25,22.9,24.3,21.3,21.5,0,5.88,1.6,89.0,10.0,1001.5,27,88,59,2,0,0,0,0,2,0,0,0,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-26,24.7,28.4,20.9,0.0,0,17.19,2.2,63.0,10.0,1007.2,27,52,59,2,0,0,0,1,1,0,0,0,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-06-27,24.7,29.2,21.8,0.0,0,13.62,2.1,68.0,10.0,1010.8,27,52,118,2,0,0,0,0,2,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-28,24.5,29.4,22.2,6.0,0,13.7,1.6,80.0,9.3,1013.0,27,123,55,11,0,0,1,2,8,0,0,0,3,8,0,2.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0
2017-06-29,25.0,27.5,22.9,0.0,0,12.4,1.6,76.0,10.0,1014.1,27,88,76,10,0,0,2,3,5,0,0,0,1,9,0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0
2017-06-30,25.1,29.3,22.1,4.0,0,10.54,1.8,85.0,10.0,1012.1,27,121,53,9,0,0,3,2,4,0,0,0,3,6,0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0
2017-07-01,27.5,31.6,24.9,0.0,0,24.88,2.7,76.0,9.3,1009.8,27,55,86,37,0,0,9,10,18,0,0,0,7,30,0,11.0,3.0,0.0,2.0,3.0,8.0,8.0,2.0
2017-07-02,28.7,33.4,24.8,0.0,0,24.36,2.3,70.0,10.0,1011.6,27,96,116,61,0,0,12,20,29,0,0,0,6,55,0,25.0,1.0,1.0,7.0,8.0,13.0,5.0,1.0
2017-07-03,28.6,32.7,25.5,0.0,1,26.69,2.5,73.0,9.0,1010.4,27,105,53,63,0,1,6,32,24,0,0,0,14,49,0,24.0,15.0,1.0,3.0,3.0,3.0,10.0,4.0
2017-07-04,27.1,30.4,25.3,14.5,0,9.34,2.3,83.0,10.0,1007.0,27,77,82,25,0,0,1,10,14,0,0,0,6,19,0,14.0,4.0,0.0,0.0,2.0,1.0,3.0,1.0
2017-07-05,24.6,25.8,23.5,22.0,0,8.98,2.3,86.0,10.0,1010.2,27,127,67,7,0,0,0,3,4,0,0,0,2,5,0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
2017-07-06,26.5,31.2,22.8,0.0,1,22.9,2.0,72.0,9.8,1012.1,27,96,53,27,0,0,5,8,14,0,0,0,3,24,0,11.0,4.0,0.0,4.0,0.0,3.0,5.0,0.0
2017-07-07,27.3,30.6,24.7,0.0,1,23.52,2.3,73.0,6.8,1011.7,27,75,28,18,0,0,1,8,9,0,0,0,5,13,0,4.0,5.0,0.0,1.0,2.0,0.0,6.0,0.0
2017-07-08,28.7,33.7,25.5,0.0,1,22.21,2.0,70.0,9.0,1011.0,27,52,53,57,0,1,8,19,29,0,0,0,14,43,0,18.0,6.0,1.0,9.0,2.0,5.0,12.0,4.0
2017-07-09,26.5,30.4,23.7,4.5,0,7.48,1.6,83.0,10.0,1010.3,27,89,96,27,0,0,8,5,14,0,0,0,8,19,0,14.0,1.0,0.0,4.0,1.0,2.0,1.0,4.0
2017-07-10,27.6,32.0,23.7,0.5,0,19.83,1.9,79.0,9.8,1010.2,27,52,53,46,0,0,7,15,24,0,0,0,7,39,0,9.0,7.0,0.0,4.0,5.0,2.0,15.0,4.0
2017-07-11,29.3,34.0,26.1,0.0,1,27.53,2.5,73.0,6.8,1011.3,27,19,29,76,0,0,6,36,34,0,0,2,17,57,0,21.0,14.0,0.0,5.0,8.0,9.0,17.0,2.0
2017-07-12,29.2,33.2,26.9,0.0,0,16.87,2.2,74.0,9.3,1010.4,27,52,73,69,0,0,5,29,35,0,0,1,18,50,0,24.0,9.0,0.0,6.0,8.0,3.0,18.0,1.0
2017-07-13,29.8,34.3,26.3,0.0,1,24.02,2.0,68.0,7.3,1009.1,27,38,42,59,0,0,7,24,28,0,0,0,14,45,0,15.0,9.0,0.0,11.0,4.0,2.0,17.0,1.0
2017-07-14,29.2,33.5,26.7,0.0,0,20.42,2.1,71.0,9.5,1010.9,27,52,42,67,0,2,7,22,36,0,0,0,18,49,0,26.0,6.0,1.0,9.0,5.0,5.0,11.0,4.0
2017-07-15,29.6,34.1,26.1,0.0,1,25.93,2.3,65.0,6.8,1013.0,27,38,112,77,0,0,21,21,35,0,0,0,15,62,0,26.0,1.0,1.0,8.0,6.0,8.0,22.0,5.0
2017-07-16,29.6,34.0,26.8,0.0,1,24.72,2.5,67.0,9.5,1012.8,27,55,31,72,0,0,13,21,38,0,0,0,15,57,0,26.0,1.0,0.0,6.0,3.0,12.0,19.0,5.0
2017-07-17,29.5,31.6,27.6,0.0,1,16.0,2.9,68.0,9.3,1011.4,27,52,54,40,0,0,6,11,23,0,0,0,18,22,0,24.0,1.0,0.0,1.0,3.0,4.0,4.0,3.0
2017-07-18,28.1,31.1,25.7,0.0,0,16.17,2.7,73.0,9.3,1009.3,27,52,53,32,0,0,3,11,18,0,0,0,9,23,0,17.0,3.0,0.0,1.0,2.0,2.0,5.0,2.0
2017-07-19,29.5,35.5,26.3,0.0,1,25.25,2.2,67.0,8.3,1007.6,27,17,42,67,0,2,9,25,31,0,0,0,19,48,0,17.0,14.0,0.0,10.0,5.0,4.0,15.0,2.0
2017-07-20,30.3,36.4,25.6,0.0,1,23.54,2.4,62.0,4.3,1009.5,27,15,20,73,0,1,7,34,31,0,0,0,22,51,0,22.0,14.0,0.0,3.0,3.0,4.0,23.0,4.0
2017-07-21,30.1,35.1,27.0,0.0,0,13.47,2.1,66.0,7.3,1010.9,27,27,73,75,0,0,7,21,47,0,0,0,14,61,0,21.0,16.0,0.0,4.0,3.0,7.0,23.0,1.0
2017-07-22,30.0,35.7,26.8,0.0,1,23.97,2.4,65.0,10.0,1011.1,27,105,106,98,0,0,19,36,43,0,0,1,36,61,0,34.0,9.0,0.0,7.0,9.0,12.0,21.0,6.0
2017-07-23,29.1,32.3,27.5,0.0,0,13.43,2.4,70.0,8.5,1007.4,27,52,22,44,0,0,6,14,24,0,0,0,16,28,0,23.0,1.0,0.0,3.0,5.0,5.0,4.0,3.0
2017-07-24,29.6,33.7,27.0,0.0,0,19.14,2.5,69.0,8.0,1004.1,27,52,53,68,0,0,8,29,31,0,0,0,20,48,0,26.0,8.0,1.0,2.0,13.0,4.0,10.0,4.0
2017-07-25,29.3,32.7,27.0,0.0,0,10.04,2.4,73.0,10.0,1003.5,27,52,70,40,0,0,5,15,20,0,0,0,11,29,0,14.0,4.0,0.0,0.0,5.0,4.0,12.0,1.0
2017-07-26,29.1,33.7,26.0,0.0,0,25.78,3.1,68.0,5.3,1005.5,27,17,36,40,0,0,4,12,24,0,0,0,9,31,0,19.0,7.0,0.0,0.0,2.0,2.0,8.0,2.0
2017-07-27,29.3,34.6,26.1,2.5,0,17.24,2.4,71.0,9.0,1008.0,27,79,59,67,0,0,7,26,34,0,0,0,13,54,0,30.0,11.0,1.0,1.0,7.0,4.0,9.0,4.0
2017-07-28,28.9,34.1,25.8,0.5,0,16.07,2.2,77.0,8.8,1008.2,27,66,67,80,0,1,8,36,35,0,0,0,20,60,0,26.0,8.0,1.0,4.0,8.0,6.0,23.0,4.0
2017-07-29,30.6,35.0,28.0,0.0,0,16.53,2.4,68.0,9.5,1006.5,27,55,70,110,0,1,30,34,45,0,0,0,23,87,0,40.0,7.0,0.0,14.0,6.0,19.0,18.0,6.0
2017-07-30,29.6,33.5,25.3,1.0,0,17.91,2.2,72.0,8.3,1007.0,27,43,36,68,0,0,13,17,38,0,0,1,15,52,0,21.0,1.0,0.0,6.0,5.0,13.0,17.0,5.0
2017-07-31,30.6,35.2,28.3,0.0,0,19.21,2.2,72.0,9.5,1008.3,27,55,53,84,0,0,10,32,42,0,0,0,25,59,0,33.0,11.0,0.0,5.0,5.0,4.0,23.0,3.0
2017-08-01,30.1,35.3,27.0,0.0,0,16.14,2.8,67.0,8.8,1007.9,27,52,28,73,0,0,7,23,43,0,0,1,15,57,0,29.0,11.0,0.0,2.0,5.0,6.0,16.0,4.0
2017-08-02,29.5,35.7,25.9,0.0,1,22.9,3.3,63.0,6.8,1006.7,27,105,53,54,0,0,8,21,25,0,0,0,19,35,0,18.0,8.0,0.0,5.0,10.0,2.0,11.0,0.0
2017-08-03,29.1,35.6,25.7,0.0,1,23.53,4.0,65.0,5.3,1007.2,27,15,20,41,0,0,7,13,21,0,0,0,11,30,0,12.0,3.0,0.0,1.0,6.0,4.0,13.0,2.0
2017-08-04,30.2,36.3,26.7,0.0,0,21.99,3.9,68.0,5.8,1007.4,27,32,86,85,0,2,8,32,43,0,0,0,21,64,0,36.0,5.0,0.0,4.0,8.0,10.0,17.0,5.0
2017-08-05,30.4,36.5,27.2,0.0,0,21.45,2.1,69.0,8.3,1005.8,27,16,22,87,0,0,21,31,35,0,0,0,15,72,0,24.0,2.0,0.0,10.0,5.0,20.0,19.0,7.0
2017-08-06,31.3,37.4,27.4,0.0,1,24.47,2.2,64.0,2.0,1002.9,27,15,49,117,0,1,22,45,49,0,0,0,13,104,0,35.0,3.0,2.0,4.0,15.0,29.0,20.0,9.0
2017-08-07,26.8,29.7,25.3,83.0,0,4.97,5.4,88.0,10.0,990.8,27,3,14,21,0,0,3,6,12,0,0,0,12,9,0,16.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0
2017-08-08,28.0,30.5,25.9,8.5,0,10.16,3.5,75.0,7.5,996.9,27,93,28,17,0,0,2,6,9,0,1,0,5,11,0,9.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0
2017-08-09,29.8,33.9,25.8,0.0,1,24.29,2.2,65.0,6.0,998.7,27,30,69,41,0,0,6,20,15,0,0,0,7,34,0,10.0,9.0,0.0,2.0,5.0,1.0,13.0,1.0
2017-08-10,30.7,34.6,27.9,0.0,0,21.98,2.9,67.0,7.5,999.5,27,17,86,73,0,0,11,38,24,0,0,2,14,57,0,21.0,12.0,0.0,1.0,8.0,9.0,16.0,6.0
2017-08-11,30.3,35.1,27.0,0.0,0,20.38,2.5,67.0,5.0,1002.3,27,65,86,61,0,0,11,19,31,0,0,0,15,46,0,24.0,3.0,1.0,3.0,10.0,7.0,10.0,3.0
2017-08-12,29.0,32.8,25.8,0.0,1,16.37,3.3,64.0,8.3,1006.5,27,66,34,38,0,0,1,12,25,0,0,0,14,24,0,21.0,2.0,0.0,1.0,6.0,4.0,4.0,0.0
2017-08-13,27.9,32.5,24.4,0.0,1,21.0,2.5,61.0,9.0,1008.3,27,79,86,21,0,1,1,5,14,0,0,0,3,18,0,11.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0
2017-08-14,27.9,31.9,24.4,0.0,0,14.79,2.0,65.0,9.5,1007.1,27,55,96,16,0,0,1,6,9,0,0,0,1,15,0,7.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0
2017-08-15,26.3,30.1,23.4,2.5,0,8.26,2.3,84.0,10.0,1003.6,27,88,59,17,0,0,0,5,12,0,0,0,3,14,0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0
2017-08-16,28.0,32.8,24.7,0.0,0,15.53,2.4,76.0,9.8,1004.5,27,79,42,27,0,0,3,12,12,0,0,0,6,21,0,7.0,0.0,0.0,2.0,4.0,2.0,10.0,2.0
2017-08-17,28.8,33.3,25.8,0.0,0,17.6,2.3,74.0,6.3,1007.6,27,41,37,59,0,0,4,39,16,0,0,0,14,45,0,20.0,17.0,1.0,1.0,5.0,4.0,7.0,4.0
2017-08-18,29.1,33.8,25.2,2.5,0,19.72,2.3,71.0,7.3,1009.3,27,21,42,53,0,0,4,34,15,0,0,0,15,38,0,17.0,15.0,1.0,2.0,0.0,5.0,11.0,2.0
2017-08-19,29.4,34.2,25.5,0.0,1,22.87,2.4,65.0,3.5,1010.9,27,17,47,51,0,0,14,17,20,0,0,1,10,40,0,13.0,3.0,0.0,4.0,10.0,7.0,9.0,5.0
2017-08-20,29.8,35.0,25.6,0.0,1,24.36,2.4,63.0,7.0,1011.2,27,96,55,41,0,0,8,19,14,0,0,0,4,37,0,11.0,0.0,0.0,4.0,6.0,5.0,13.0,2.0
2017-08-21,30.2,34.6,27.5,0.0,1,21.58,2.1,66.0,7.0,1012.3,27,41,53,39,0,0,4,19,16,0,0,1,6,32,0,12.0,4.0,0.0,0.0,4.0,1.0,15.0,3.0
2017-08-22,30.5,33.7,28.4,0.0,1,17.31,2.2,67.0,8.8,1014.1,27,52,86,33,0,0,1,12,20,0,0,1,13,19,0,12.0,5.0,0.0,1.0,4.0,3.0,7.0,1.0
2017-08-23,30.2,34.0,28.2,0.0,0,18.6,2.4,72.0,9.8,1013.5,27,53,73,49,0,2,3,22,22,0,0,0,9,40,0,21.0,4.0,1.0,0.0,6.0,5.0,10.0,2.0
2017-08-24,31.2,35.0,28.3,0.0,1,25.02,3.0,66.0,4.3,1009.8,27,15,36,53,0,0,4,24,25,0,0,0,17,36,0,17.0,12.0,1.0,0.0,10.0,2.0,9.0,2.0
2017-08-25,31.2,34.8,29.1,0.0,0,18.57,3.0,67.0,8.0,1007.2,27,72,37,32,0,0,2,7,23,0,0,0,15,17,0,15.0,3.0,0.0,3.0,3.0,0.0,6.0,2.0
2017-08-26,27.9,31.5,20.7,8.0,0,13.8,2.3,64.0,9.5,1010.5,27,61,20,14,0,0,1,5,8,0,0,0,1,13,0,5.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0
2017-08-27,28.4,34.0,23.4,0.0,1,25.18,2.4,54.0,6.5,1014.4,27,105,20,25,0,0,7,10,8,0,0,0,7,18,0,6.0,0.0,0.0,3.0,3.0,9.0,4.0,0.0
2017-08-28,28.9,33.6,25.4,0.0,0,11.7,1.8,67.0,8.0,1012.5,27,55,53,15,0,1,1,8,5,0,0,0,5,10,0,6.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0
2017-08-29,30.2,34.1,27.7,0.0,1,21.45,2.6,67.0,10.0,1010.2,27,96,53,37,0,0,2,16,19,0,0,0,13,24,0,12.0,7.0,0.0,0.0,2.0,1.0,11.0,4.0
2017-08-30,28.0,31.8,24.5,0.0,0,17.5,3.5,64.0,7.3,1008.4,27,75,28,10,0,0,0,4,6,0,0,1,2,7,0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0
2017-08-31,27.0,33.1,24.0,0.0,1,23.77,3.8,49.0,2.3,1006.0,27,15,19,11,0,0,1,5,5,0,0,0,1,10,0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0
2017-09-01,26.3,32.0,22.4,0.0,1,24.92,4.0,50.0,2.8,1006.2,27,15,79,9,0,1,1,3,4,0,0,0,1,8,0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
2017-09-02,25.8,30.3,22.8,0.0,1,21.25,3.2,56.0,2.5,1006.7,27,15,22,3,0,0,0,1,2,0,0,0,0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-03,25.3,31.1,22.4,0.0,1,18.61,3.0,55.0,5.5,1011.8,27,75,39,13,0,0,8,3,2,0,0,0,0,13,0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0
2017-09-04,24.4,28.0,21.1,0.0,1,12.61,1.8,54.0,10.0,1015.7,27,52,79,2,0,0,1,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2017-09-05,24.8,28.9,20.9,0.0,0,10.39,1.9,63.0,9.5,1013.2,27,67,59,1,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-06,25.5,29.2,22.3,0.5,0,11.32,2.4,77.0,10.0,1007.4,27,61,53,3,0,0,0,0,3,0,0,0,1,2,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-07,26.7,29.8,23.3,19.5,0,6.68,1.9,83.0,10.0,1004.4,27,88,135,7,0,0,0,5,2,0,0,0,1,6,0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0
2017-09-08,25.9,30.8,22.6,1.5,0,20.97,3.0,65.0,5.3,1008.0,27,15,19,3,0,2,1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2017-09-09,26.3,31.9,20.7,0.0,0,22.29,2.0,58.0,6.5,1012.2,27,27,22,8,0,0,3,2,3,0,0,0,0,8,0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
2017-09-10,27.6,32.1,23.5,0.0,1,19.91,2.3,62.0,9.5,1014.1,27,52,112,12,0,0,0,7,5,0,0,0,0,12,0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0
2017-09-11,27.2,30.6,24.0,0.0,0,9.47,2.2,64.0,9.3,1011.5,27,52,97,2,0,0,1,1,0,0,0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2017-09-12,24.8,27.3,22.7,36.0,0,5.98,2.1,84.0,10.0,1010.3,27,129,65,4,0,0,0,1,3,0,0,0,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2017-09-13,25.8,30.6,21.7,0.0,1,18.93,2.0,68.0,8.5,1015.2,27,96,53,7,0,0,1,2,4,0,0,0,3,4,0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0
2017-09-14,24.8,29.6,21.2,0.0,1,15.52,3.2,59.0,9.5,1017.1,27,97,106,3,0,0,0,3,0,0,0,0,0,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-15,22.5,26.5,19.1,0.0,1,14.72,2.9,57.0,10.0,1017.4,27,96,53,5,0,0,2,2,1,0,0,0,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2017-09-16,20.4,22.0,18.7,32.0,0,3.08,4.0,85.0,10.0,1013.5,27,3,132,4,0,0,2,2,0,0,0,0,0,4,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2017-09-17,24.1,27.7,21.0,5.0,0,12.0,5.0,74.0,9.8,999.3,27,52,96,3,0,0,3,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2017-09-18,24.7,28.5,22.6,0.5,0,14.91,2.7,69.0,6.0,1005.8,27,15,20,3,0,0,0,3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2017-09-19,24.4,28.8,19.7,0.0,1,18.85,2.3,63.0,9.3,1011.6,27,99,53,4,0,0,0,2,2,0,0,0,0,4,0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-20,24.7,26.9,22.6,0.0,1,7.53,2.5,63.0,10.0,1010.6,27,52,79,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-09-21,23.3,28.1,19.1,0.0,1,17.97,2.1,55.0,8.5,1013.6,27,32,86,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-09-22,20.8,22.4,19.2,5.5,0,2.89,2.9,80.0,7.5,1013.6,27,77,102,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-23,22.9,26.1,19.6,0.0,0,10.17,2.0,76.0,8.3,1014.4,27,52,67,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-09-24,23.6,27.4,19.8,0.0,1,14.21,1.8,64.0,6.3,1015.3,27,32,20,6,0,0,3,3,0,0,0,0,0,6,0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
2017-09-25,24.5,30.4,19.1,0.0,1,21.1,1.7,63.0,1.3,1014.4,27,15,19,3,0,0,0,1,2,0,0,0,1,2,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-26,24.6,30.1,20.0,0.0,1,20.36,2.0,68.0,3.5,1014.1,27,15,53,5,0,0,0,5,0,0,0,0,0,5,0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
2017-09-27,24.6,28.3,21.5,0.5,0,9.35,1.8,68.0,9.5,1008.6,27,59,96,1,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-28,22.1,23.7,18.1,26.5,0,4.1,2.5,77.0,7.5,1003.7,27,93,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-29,21.3,26.3,16.3,0.0,1,20.63,1.9,62.0,1.5,1014.8,27,15,39,1,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-30,21.8,27.2,18.4,0.0,1,18.42,2.4,55.0,5.0,1021.4,27,104,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,21.3,28.3,15.4,0.0,1,26.01,1.6,62.0,5.0,1016.6,27,47,53,13,0,0,1,5,7,0,0,0,2,11,0,4.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0
2018-05-02,20.0,22.2,18.9,7.5,0,4.18,1.1,77.0,10.0,1009.7,27,77,127,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-03,18.9,21.2,16.7,5.0,0,19.91,3.9,65.0,7.5,1004.6,27,72,20,2,0,0,0,1,1,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-05-04,16.3,19.5,13.1,0.0,0,27.54,4.0,47.0,1.5,1012.7,27,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-05,18.8,23.3,14.8,0.0,1,27.98,3.2,42.0,4.3,1018.1,27,30,116,4,0,0,0,2,2,0,0,0,0,4,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
2018-05-06,19.3,26.2,14.6,9.0,0,19.51,2.5,60.0,8.0,1014.5,27,73,118,3,0,0,0,1,2,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2018-05-07,17.6,19.9,15.5,48.0,0,3.36,1.9,97.0,10.0,1005.2,27,107,59,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-08,16.9,19.6,14.2,9.5,0,10.02,4.0,80.0,10.0,1010.0,27,77,124,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-09,15.8,20.3,12.8,6.5,0,15.93,3.2,67.0,7.3,1015.9,27,65,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-10,14.6,19.7,10.3,0.0,1,22.94,2.3,55.0,3.5,1021.4,27,17,20,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-11,17.0,23.2,9.7,0.0,1,28.82,2.2,52.0,6.3,1020.3,27,38,112,9,0,0,5,2,2,0,0,0,2,7,0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0
2018-05-12,19.3,23.9,13.5,0.0,1,27.83,2.1,58.0,7.3,1016.7,27,96,36,2,0,1,0,0,1,0,0,0,0,2,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-05-13,18.1,20.2,16.2,90.0,0,2.13,2.2,84.0,10.0,1009.6,27,3,102,1,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-14,21.1,26.1,16.8,0.0,1,26.1,2.3,65.0,5.0,1010.1,27,15,19,4,0,1,0,0,3,0,0,0,1,3,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2018-05-15,21.8,28.7,15.6,0.0,1,27.16,2.0,56.0,5.5,1013.3,27,30,106,9,0,0,1,3,5,0,0,0,1,8,0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0
2018-05-16,23.2,28.0,18.6,0.0,0,23.24,2.2,64.0,10.0,1013.0,27,52,73,12,0,0,4,3,5,0,0,0,3,9,0,3.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0
2018-05-17,23.6,28.1,21.0,0.0,1,20.77,2.0,75.0,5.8,1010.8,27,96,20,17,0,0,2,6,9,0,0,1,3,13,0,6.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0
2018-05-18,24.1,28.8,21.1,7.5,0,15.84,1.9,79.0,7.8,1006.8,27,55,135,12,0,0,3,6,3,0,0,0,0,12,0,4.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0
2018-05-19,17.3,22.5,14.0,5.0,0,20.69,4.3,67.0,8.0,1012.0,27,75,86,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-20,18.0,24.2,13.4,0.0,1,26.09,3.0,55.0,9.5,1017.9,27,52,53,2,0,0,0,0,2,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2018-05-21,20.9,28.6,16.3,0.0,1,28.69,2.8,51.0,3.0,1019.3,27,15,39,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-05-22,21.4,29.3,15.7,0.0,1,28.96,2.5,46.0,7.5,1016.1,27,30,55,3,0,0,0,1,2,0,0,0,1,2,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2018-05-23,19.0,21.0,17.9,11.0,0,7.78,2.3,82.0,10.0,1007.7,27,107,126,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-24,21.6,25.8,17.5,1.5,0,30.11,2.0,59.0,3.3,1007.6,27,14,39,1,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
