,index,datetime,Tmean,Tmax,Tmin,precip,precip_flg,Sunlight,wind,humidity,cloud_cover,pres,TDFK,iday_overview,inight_overview,total,SHINSEIJI,YOJI,KIDS,ADULT,ELDER,UNKNOWN,Death,Severe,Mid,Minor,other,home,work1,work2,school,indoor,outdoor,road,other_place,deltaT,Tmean_yesterday,Tmax_yesterday,Tmin_yesterday,diff_yesterday_Tmax,diff_yesterday_Tmin,diff_yesterday_Tmean,pred0,pred1,pred2,pred3,pred
2849,2849,2020-07-06,24.2,25.5,23.1,128.0,0,1.08,2.0,96.0,10.0,1003.1,40,4,120,3,0,0,0,1,2,0,0,0,3,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.3999999999999986,24.5,28.4,21.4,-2.8999999999999986,1.7000000000000028,-0.3000000000000007,1.0012383,0.6260255,-0.23095037,0.69401145,0.5225812
2850,2850,2020-07-07,23.1,26.7,21.4,167.0,0,2.46,2.1,95.0,10.0,1005.4,40,9,18,2,0,0,0,0,2,0,0,0,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.300000000000001,24.2,25.5,23.1,1.1999999999999993,-1.7000000000000028,-1.0999999999999979,0.72484607,1.6667917,0.74821645,2.1903355,1.3325474
2851,2851,2020-07-08,24.4,28.5,22.0,11.0,0,20.3,2.1,88.0,10.0,1005.4,40,55,75,13,0,0,0,4,9,0,0,0,6,7,0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,6.5,23.1,26.7,21.4,1.8000000000000007,0.6000000000000014,1.2999999999999972,7.7934155,9.595169,7.1841288,8.281047,8.21344
2852,2852,2020-07-09,24.7,28.3,23.1,44.0,0,7.84,2.7,88.0,10.0,1005.3,40,88,128,3,0,0,0,1,2,0,0,0,2,1,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.199999999999999,24.4,28.5,22.0,-0.1999999999999993,1.1000000000000014,0.3000000000000007,4.2512617,3.3137379,3.622606,4.089865,3.819368
2853,2853,2020-07-10,25.2,26.9,23.7,25.0,0,2.31,3.9,88.0,10.0,1004.1,40,129,96,2,0,0,0,1,1,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.1999999999999993,24.7,28.3,23.1,-1.4000000000000021,0.5999999999999979,0.5,1.320529,0.6371351,1.8833811,2.5663617,1.6018517
2854,2854,2020-07-11,25.5,28.8,23.8,0.0,0,16.07,2.7,87.0,10.0,1007.4,40,55,75,3,0,0,0,1,2,0,0,0,1,2,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,25.2,26.9,23.7,1.9000000000000021,0.10000000000000142,0.3000000000000007,5.637045,5.1954613,6.34621,6.5284157,5.926783
2855,2855,2020-07-12,23.3,24.6,22.4,8.0,0,4.5,1.8,88.0,10.0,1010.1,40,113,96,2,0,0,0,0,2,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.200000000000003,25.5,28.8,23.8,-4.199999999999999,-1.4000000000000021,-2.1999999999999993,0.7932185,0.9310744,0.31942225,-0.16805948,0.46891388
2856,2856,2020-07-13,26.8,30.1,22.5,26.5,0,5.38,3.9,82.0,10.0,1004.5,40,127,5,2,0,0,0,1,1,0,0,0,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.600000000000001,23.3,24.6,22.4,5.5,0.10000000000000142,3.5,10.715816,9.423407,6.8592863,10.610773,9.402321
2857,2857,2020-07-14,23.0,24.4,21.9,46.0,0,6.63,2.8,85.0,10.0,1003.5,40,88,53,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,26.8,30.1,22.5,-5.700000000000003,-0.6000000000000014,-3.8000000000000007,1.049287,0.4428232,1.0097437,0.5938512,0.77392626
2858,2858,2020-07-15,22.6,25.0,20.8,0.0,0,8.38,1.9,81.0,10.0,1005.3,40,52,75,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.199999999999999,23.0,24.4,21.9,0.6000000000000014,-1.0999999999999979,-0.3999999999999986,0.60950005,1.5643387,0.33206093,1.2193029,0.9313006
2859,2859,2020-07-16,23.1,27.0,20.5,1.5,0,19.46,3.0,81.0,8.3,1006.2,40,79,42,8,0,0,1,4,3,0,0,0,4,4,0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,6.5,22.6,25.0,20.8,2.0,-0.3000000000000007,0.5,4.9313145,3.5327902,5.209001,5.817422,4.872632
2860,2860,2020-07-17,24.4,28.7,21.3,0.0,1,22.87,3.5,80.0,5.8,1007.8,40,41,42,9,0,1,0,1,7,0,0,0,6,3,0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,7.399999999999999,23.1,27.0,20.5,1.6999999999999993,0.8000000000000007,1.2999999999999972,6.1352654,10.305223,6.4430513,8.865262,7.9372005
2861,2861,2020-07-18,25.0,28.8,22.3,0.0,0,14.74,1.9,81.0,8.3,1009.4,40,79,59,9,0,0,0,2,7,0,0,0,4,5,0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,6.5,24.4,28.7,21.3,0.10000000000000142,1.0,0.6000000000000014,5.317049,5.1470556,5.925095,4.8217964,5.302749
2862,2862,2020-07-19,28.5,32.8,24.3,0.5,0,17.77,2.5,74.0,8.0,1009.8,40,67,42,20,0,0,5,6,9,0,0,1,7,12,0,3.0,0.0,2.0,3.0,1.0,6.0,1.0,4.0,8.499999999999996,25.0,28.8,22.3,3.9999999999999964,2.0,3.5,28.852654,24.288029,25.871435,28.918764,26.98272
2863,2863,2020-07-20,30.3,34.6,27.2,2.0,0,22.05,3.6,70.0,7.3,1010.8,40,81,42,43,0,1,4,16,22,0,0,0,21,22,0,15.0,8.0,0.0,2.0,4.0,3.0,11.0,0.0,7.400000000000002,28.5,32.8,24.3,1.8000000000000043,2.8999999999999986,1.8000000000000007,49.07958,58.528557,36.51804,35.029415,44.7889
2864,2864,2020-07-21,28.7,32.0,25.8,0.5,0,11.6,2.6,78.0,10.0,1012.2,40,62,59,34,0,0,1,19,14,0,0,0,17,17,0,15.0,12.0,0.0,0.0,3.0,0.0,3.0,1.0,6.199999999999999,30.3,34.6,27.2,-2.6000000000000014,-1.3999999999999986,-1.6000000000000014,24.434788,33.342426,28.924667,36.617577,30.829865
2865,2865,2020-07-22,28.2,33.1,25.9,7.0,0,9.64,2.1,80.0,10.0,1010.9,40,61,89,22,0,0,1,10,11,0,0,2,5,15,0,7.0,3.0,0.0,0.0,6.0,0.0,6.0,0.0,7.200000000000003,28.7,32.0,25.8,1.1000000000000014,0.09999999999999787,-0.5,22.584307,26.429838,20.629482,24.609905,23.563385
2866,2866,2020-07-23,26.6,28.6,25.5,5.5,0,6.11,2.7,88.0,9.8,1008.5,40,77,8,8,0,0,2,1,5,0,0,0,3,5,0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.1000000000000014,28.2,33.1,25.9,-4.5,-0.3999999999999986,-1.5999999999999979,10.385523,8.575279,12.104103,8.776676,9.960396
2867,2867,2020-07-24,26.6,30.5,24.0,46.5,0,15.06,3.4,77.0,8.8,1002.0,40,89,89,3,0,1,0,0,2,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.5,26.6,28.6,25.5,1.8999999999999986,-1.5,0.0,10.386467,9.967492,9.222089,8.157463,9.433377
2868,2868,2020-07-25,25.5,28.3,23.5,0.0,0,9.82,3.3,70.0,9.0,1004.8,40,55,42,4,0,0,2,2,0,0,0,0,1,3,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.800000000000001,26.6,30.5,24.0,-2.1999999999999993,-0.5,-1.1000000000000014,4.5687795,3.3539586,4.541655,4.734156,4.2996373
2869,2869,2020-07-26,25.8,30.1,24.1,48.0,0,8.66,2.6,82.0,9.0,1008.3,40,78,8,5,0,0,1,2,2,0,0,0,1,4,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,25.5,28.3,23.5,1.8000000000000007,0.6000000000000014,0.3000000000000007,8.438351,4.9764156,7.682658,7.0083423,7.0264416
2870,2870,2020-07-27,26.0,27.7,24.9,94.5,0,3.1,2.9,91.0,10.0,1009.8,40,127,17,3,0,0,0,1,2,0,0,0,1,2,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000007,25.8,30.1,24.1,-2.400000000000002,0.7999999999999972,0.1999999999999993,3.8768516,2.6684868,5.630497,3.6707456,3.9616454
2871,2871,2020-07-28,27.2,30.9,25.6,6.0,0,8.83,2.3,85.0,9.5,1012.2,40,129,55,8,0,0,0,4,4,0,0,0,6,2,0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.299999999999997,26.0,27.7,24.9,3.1999999999999993,0.7000000000000028,1.1999999999999993,15.998379,14.422389,12.4697275,12.191533,13.770507
2872,2872,2020-07-29,27.0,32.0,24.9,63.5,0,12.78,1.7,87.0,7.5,1013.9,40,78,20,40,0,0,4,17,19,0,0,0,19,21,0,13.0,8.0,1.0,2.0,4.0,5.0,2.0,5.0,7.100000000000001,27.2,30.9,25.6,1.1000000000000014,-0.7000000000000028,-0.1999999999999993,17.483908,20.281502,18.075132,17.354958,18.298876
2873,2873,2020-07-30,28.5,33.2,24.6,0.0,0,26.93,2.5,79.0,3.8,1015.1,40,22,20,69,0,0,4,28,37,0,0,0,30,39,0,27.0,17.0,2.0,3.0,1.0,4.0,13.0,2.0,8.600000000000001,27.0,32.0,24.9,1.2000000000000028,-0.29999999999999716,1.5,48.005707,62.17786,48.03344,63.5553,55.443077
2874,2874,2020-07-31,28.7,32.8,25.7,0.0,0,21.38,2.5,78.0,7.5,1014.6,40,19,39,51,0,0,3,17,31,0,0,5,24,22,0,18.0,8.0,0.0,1.0,5.0,6.0,11.0,2.0,7.099999999999998,28.5,33.2,24.6,-0.4000000000000057,1.0999999999999979,0.1999999999999993,33.80049,39.252262,41.00617,39.302395,38.34033
2875,2875,2020-08-01,28.6,32.7,25.3,0.0,1,22.58,2.5,75.0,9.3,1013.1,40,52,86,48,0,1,7,15,25,0,0,0,21,27,0,24.0,5.0,2.0,3.0,1.0,4.0,6.0,3.0,7.400000000000002,28.7,32.8,25.7,-0.09999999999999432,-0.3999999999999986,-0.09999999999999787,33.857143,36.668274,35.903225,31.778076,34.55168
2876,2876,2020-08-02,29.3,34.4,26.5,0.0,1,21.97,2.5,74.0,8.5,1012.2,40,19,86,46,0,0,4,13,29,0,0,0,21,25,0,20.0,3.0,2.0,0.0,4.0,3.0,11.0,3.0,7.899999999999999,28.6,32.7,25.3,1.6999999999999957,1.1999999999999993,0.6999999999999993,54.81169,45.93685,48.367535,47.74418,49.215065
2877,2877,2020-08-03,29.2,33.7,26.4,0.0,1,22.59,2.5,70.0,7.5,1012.2,40,38,86,34,0,0,1,15,18,0,0,1,19,14,0,13.0,6.0,0.0,1.0,1.0,3.0,7.0,3.0,7.300000000000004,29.3,34.4,26.5,-0.6999999999999957,-0.10000000000000142,-0.10000000000000142,45.319847,41.825695,45.531895,44.976353,44.413445
2878,2878,2020-08-04,30.0,35.2,25.9,0.0,1,24.87,2.3,67.0,3.5,1014.1,40,15,34,54,0,0,6,24,24,0,0,1,25,28,0,14.0,9.0,3.0,5.0,2.0,7.0,12.0,2.0,9.300000000000004,29.2,33.7,26.4,1.5,-0.5,0.8000000000000007,49.583797,45.50551,44.561676,45.73893,46.34748
2879,2879,2020-08-05,30.1,34.5,27.3,0.0,1,21.09,2.6,70.0,7.8,1015.2,40,47,24,44,0,1,1,18,24,0,0,1,23,20,0,21.0,3.0,0.0,1.0,3.0,7.0,7.0,2.0,7.199999999999999,30.0,35.2,25.9,-0.7000000000000028,1.4000000000000021,0.10000000000000142,48.311317,42.644283,49.022118,47.46711,46.861206
2880,2880,2020-08-06,30.6,33.9,26.9,0.0,0,19.97,3.6,65.0,5.8,1012.2,40,19,89,47,0,0,3,14,30,0,0,2,24,21,0,21.0,4.0,0.0,3.0,4.0,2.0,11.0,2.0,7.0,30.1,34.5,27.3,-0.6000000000000014,-0.40000000000000213,0.5,34.330067,42.91445,28.193056,30.616,34.013393
2881,2881,2020-08-07,29.8,31.6,27.5,0.0,0,10.96,2.7,69.0,10.0,1009.7,40,61,69,21,0,0,1,9,11,0,0,0,8,13,0,8.0,4.0,0.0,0.0,3.0,3.0,3.0,0.0,4.100000000000001,30.6,33.9,26.9,-2.299999999999997,0.6000000000000014,-0.8000000000000007,25.428185,25.724203,29.457594,27.802889,27.103218
2882,2882,2020-08-08,30.2,34.3,26.7,3.0,0,19.01,3.3,70.0,9.0,1007.6,40,61,86,25,0,0,3,6,16,0,0,0,13,11,1,16.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,7.599999999999998,29.8,31.6,27.5,2.6999999999999957,-0.8000000000000007,0.3999999999999986,48.529522,46.383766,37.997032,35.733334,42.16091
2883,2883,2020-08-09,30.5,35.1,28.2,0.0,0,15.58,3.7,65.0,9.3,1008.7,40,61,42,29,0,0,7,10,12,0,0,0,14,15,0,14.0,0.0,0.0,2.0,3.0,2.0,6.0,2.0,6.900000000000002,30.2,34.3,26.7,0.8000000000000043,1.5,0.3000000000000007,36.2289,37.936733,35.894672,24.069439,33.532436
2884,2884,2020-08-10,30.3,33.5,27.6,2.5,0,10.57,4.1,67.0,7.8,1007.9,40,127,42,28,0,0,2,11,15,0,0,0,16,11,1,22.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,5.899999999999999,30.5,35.1,28.2,-1.6000000000000014,-0.5999999999999979,-0.1999999999999993,10.331791,35.18559,29.561056,21.041672,24.030027
2885,2885,2020-08-11,27.8,29.8,25.2,43.0,0,4.39,2.4,85.0,9.5,1013.7,40,13,42,16,0,0,3,5,8,0,0,0,7,9,0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.600000000000001,30.3,33.5,27.6,-3.6999999999999993,-2.400000000000002,-2.5,11.091225,14.604517,10.117668,17.22561,13.259754
2886,2886,2020-08-12,30.9,35.4,26.4,0.0,0,20.4,2.7,71.0,8.0,1015.1,40,33,20,42,0,0,4,13,25,0,0,0,21,21,0,18.0,5.0,1.0,1.0,5.0,3.0,6.0,3.0,9.0,27.8,29.8,25.2,5.599999999999998,1.1999999999999993,3.099999999999998,48.159313,53.421986,64.05594,58.605534,56.06069
2887,2887,2020-08-13,31.0,35.1,27.9,0.0,1,20.48,2.4,72.0,2.5,1012.5,40,15,20,62,0,0,2,25,35,0,0,0,27,35,0,29.0,8.0,1.0,0.0,6.0,4.0,11.0,3.0,7.200000000000003,30.9,35.4,26.4,-0.29999999999999716,1.5,0.10000000000000142,81.787865,66.822556,74.1215,68.31333,72.76131
2888,2888,2020-08-14,32.0,37.1,27.6,0.0,1,24.46,2.5,64.0,1.0,1010.0,40,15,19,79,0,0,5,20,54,0,0,2,40,37,0,42.0,8.0,2.0,0.0,10.0,6.0,11.0,0.0,9.5,31.0,35.1,27.9,2.0,-0.29999999999999716,1.0,186.2064,155.02748,202.94102,150.56511,173.68501
2889,2889,2020-08-15,31.2,35.4,27.5,0.0,1,26.72,2.6,66.0,0.0,1011.1,40,14,19,56,0,0,6,16,34,0,0,0,39,17,0,25.0,5.0,0.0,1.0,5.0,6.0,11.0,3.0,7.899999999999999,32.0,37.1,27.6,-1.7000000000000028,-0.10000000000000142,-0.8000000000000007,187.90628,116.794586,118.615585,150.99467,143.57779
2890,2890,2020-08-16,30.6,34.7,26.7,0.0,1,26.23,2.6,71.0,0.8,1012.4,40,15,20,66,0,1,11,20,34,0,0,0,32,34,0,36.0,3.0,2.0,5.0,8.0,4.0,7.0,1.0,8.000000000000004,31.2,35.4,27.5,-0.6999999999999957,-0.8000000000000007,-0.5999999999999979,75.04794,79.44533,55.10641,72.302414,70.475525
2891,2891,2020-08-17,30.6,34.8,27.8,0.0,1,25.67,2.6,70.0,1.5,1013.4,40,15,20,97,0,0,5,40,52,0,0,1,49,47,0,44.0,20.0,1.0,1.0,4.0,8.0,14.0,5.0,6.9999999999999964,30.6,34.7,26.7,0.09999999999999432,1.1000000000000014,0.0,93.27368,87.8036,87.94973,74.8787,85.976425
2892,2892,2020-08-18,30.0,34.9,26.6,0.0,1,26.27,2.4,68.0,0.5,1012.3,40,15,19,119,0,0,9,61,49,0,0,1,60,58,0,49.0,26.0,2.0,3.0,14.0,6.0,16.0,3.0,8.299999999999997,30.6,34.8,27.8,0.10000000000000142,-1.1999999999999993,-0.6000000000000014,71.82101,81.15042,77.203545,77.82102,76.999
2893,2893,2020-08-19,30.1,35.2,25.6,0.0,1,25.45,2.2,68.0,1.5,1010.7,40,15,20,80,0,1,4,36,39,0,0,3,40,37,0,38.0,16.0,2.0,3.0,2.0,1.0,15.0,3.0,9.600000000000001,30.0,34.9,26.6,0.30000000000000426,-1.0,0.10000000000000142,53.780064,60.916332,60.280617,50.452663,56.35742
2894,2894,2020-08-20,30.6,35.6,26.7,0.0,1,25.15,2.6,74.0,3.0,1011.6,40,15,55,93,0,0,5,35,53,0,0,1,47,45,0,50.0,14.0,1.0,2.0,8.0,5.0,11.0,2.0,8.900000000000002,30.1,35.2,25.6,0.3999999999999986,1.0999999999999979,0.5,93.21451,75.54884,92.25166,65.460175,81.6188
2895,2895,2020-08-21,30.1,34.3,28.2,0.0,1,21.66,3.3,78.0,7.0,1013.0,40,41,31,73,0,0,6,31,36,0,0,3,32,38,0,33.0,16.0,0.0,3.0,8.0,4.0,7.0,2.0,6.099999999999998,30.6,35.6,26.7,-1.3000000000000043,1.5,-0.5,67.14119,58.181602,52.957664,55.412476,58.423233
2896,2896,2020-08-22,29.6,34.2,27.0,0.0,0,18.3,2.4,72.0,6.3,1011.0,40,16,22,55,0,1,4,18,32,0,0,0,29,26,0,26.0,1.0,2.0,2.0,6.0,3.0,12.0,3.0,7.200000000000003,30.1,34.3,28.2,-0.09999999999999432,-1.1999999999999993,-0.5,33.401154,28.092312,36.296314,43.46906,35.31471
2897,2897,2020-08-23,28.2,32.9,25.6,0.5,0,15.62,2.1,76.0,4.8,1008.2,40,44,20,25,0,0,4,9,12,0,0,0,11,14,0,11.0,2.0,0.0,2.0,1.0,2.0,3.0,4.0,7.299999999999997,29.6,34.2,27.0,-1.3000000000000043,-1.3999999999999986,-1.4000000000000021,23.890665,33.881245,22.284231,27.6973,26.938362
2898,2898,2020-08-24,30.0,34.5,25.9,0.0,1,24.06,2.5,71.0,1.5,1006.0,40,15,20,61,0,0,2,20,39,0,0,3,28,30,0,27.0,9.0,1.0,0.0,4.0,0.0,16.0,4.0,8.600000000000001,28.2,32.9,25.6,1.6000000000000014,0.29999999999999716,1.8000000000000007,55.281654,49.376976,50.018635,48.36289,50.760036
2899,2899,2020-08-25,32.3,38.0,27.7,0.0,0,20.68,3.0,58.0,2.3,1004.9,40,15,20,46,0,0,1,17,28,0,0,1,18,27,0,20.0,6.0,2.0,0.0,5.0,1.0,9.0,3.0,10.3,30.0,34.5,25.9,3.5,1.8000000000000007,2.299999999999997,79.63123,97.45186,70.72485,70.215775,79.505936
2900,2900,2020-08-26,30.8,35.5,28.7,0.0,0,14.17,4.0,63.0,6.8,1004.7,40,32,69,35,0,1,2,13,19,0,0,0,16,19,0,15.0,5.0,0.0,1.0,5.0,2.0,6.0,1.0,6.800000000000001,32.3,38.0,27.7,-2.5,1.0,-1.4999999999999964,78.391045,76.3994,63.623066,55.474525,68.47201
2901,2901,2020-08-27,29.7,31.9,28.0,0.0,0,10.34,3.9,66.0,10.0,1006.5,40,61,42,25,0,1,3,9,12,0,0,0,11,14,0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,3.8999999999999986,30.8,35.5,28.7,-3.6000000000000014,-0.6999999999999993,-1.1000000000000014,15.173662,18.745092,35.18086,28.881905,24.495378
2902,2902,2020-08-28,29.7,33.7,27.0,0.0,0,14.55,2.9,68.0,7.5,1008.8,40,55,42,35,0,0,3,7,25,0,0,0,15,20,0,18.0,2.0,0.0,2.0,5.0,2.0,4.0,2.0,6.700000000000003,29.7,31.9,28.0,1.8000000000000043,-1.0,0.0,24.456097,39.687634,34.01052,32.353107,32.62684
2903,2903,2020-08-29,30.8,36.5,27.0,0.0,1,24.6,2.9,68.0,2.8,1010.2,40,15,20,50,0,0,10,14,26,0,0,0,24,26,0,17.0,7.0,0.0,2.0,5.0,4.0,12.0,3.0,9.5,29.7,33.7,27.0,2.799999999999997,0.0,1.1000000000000014,82.55488,78.7853,63.14602,52.780853,69.316765
2904,2904,2020-08-30,30.9,34.9,27.8,0.0,1,24.68,3.0,67.0,3.0,1010.3,40,24,47,61,0,0,10,25,26,0,0,1,23,37,0,25.0,2.0,2.0,4.0,5.0,13.0,6.0,4.0,7.099999999999998,30.8,36.5,27.0,-1.6000000000000014,0.8000000000000007,0.09999999999999787,89.44135,86.6505,60.37923,69.9995,76.617645
2905,2905,2020-08-31,30.4,34.7,28.1,0.0,1,19.32,4.1,76.0,5.0,1009.9,40,15,20,52,0,0,5,18,29,0,0,3,24,25,0,23.0,6.0,0.0,2.0,5.0,3.0,8.0,5.0,6.600000000000001,30.9,34.9,27.8,-0.19999999999999574,0.3000000000000007,-0.5,76.52697,76.24111,75.22759,60.37722,72.09322
2906,2906,2020-09-01,31.2,37.1,27.6,0.0,0,17.25,2.1,67.0,5.8,1006.9,40,82,54,49,0,0,1,12,36,0,0,1,23,25,0,23.0,7.0,0.0,1.0,4.0,2.0,11.0,1.0,9.5,30.4,34.7,28.1,2.3999999999999986,-0.5,0.8000000000000007,57.25909,69.54627,81.92852,60.4822,67.30402
2907,2907,2020-09-02,30.5,34.2,26.9,7.0,0,12.43,5.0,66.0,10.0,997.6,40,52,121,22,0,0,1,7,14,0,0,0,11,11,0,11.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,7.300000000000004,31.2,37.1,27.6,-2.8999999999999986,-0.7000000000000028,-0.6999999999999993,29.721073,32.42019,18.850239,22.173487,25.791246
2908,2908,2020-09-03,28.9,33.4,25.8,12.5,0,17.7,5.4,65.0,9.3,1004.1,40,67,96,22,0,0,0,4,18,0,0,1,12,8,1,14.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,7.599999999999998,30.5,34.2,26.9,-0.8000000000000043,-1.0999999999999979,-1.6000000000000014,12.04489,11.917561,28.243671,14.17934,16.596367
2909,2909,2020-09-04,27.0,31.2,24.8,0.0,0,17.79,2.6,73.0,8.8,1013.4,40,41,96,10,0,0,0,3,7,0,0,0,5,5,0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.399999999999999,28.9,33.4,25.8,-2.1999999999999993,-1.0,-1.8999999999999986,17.11064,18.08004,22.554121,14.355556,18.02509
2910,2910,2020-09-05,25.2,28.9,23.6,12.0,0,6.96,3.3,83.0,10.0,1011.2,40,74,53,9,0,0,1,2,6,0,0,0,4,5,0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.299999999999997,27.0,31.2,24.8,-2.3000000000000007,-1.1999999999999993,-1.8000000000000007,5.3445115,3.5280855,4.590055,4.7311015,4.5484385
2911,2911,2020-09-06,26.1,28.7,24.8,8.0,0,3.17,3.8,86.0,10.0,999.2,40,108,121,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8999999999999986,25.2,28.9,23.6,-0.1999999999999993,1.1999999999999993,0.9000000000000021,5.865662,2.3939917,5.8791046,4.3541327,4.623223
2912,2912,2020-09-07,27.5,31.7,25.6,10.0,0,15.88,7.8,70.0,9.0,994.2,40,115,20,6,0,0,0,2,4,0,0,0,4,2,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.099999999999998,26.1,28.7,24.8,3.0,0.8000000000000007,1.3999999999999986,9.346357,6.64211,9.19232,6.7640004,7.9861965
2913,2913,2020-09-08,28.0,32.8,24.1,0.0,1,23.05,3.2,59.0,3.0,1013.6,40,15,96,16,0,0,4,5,7,0,0,0,8,8,0,8.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,8.699999999999996,27.5,31.7,25.6,1.0999999999999979,-1.5,0.5,14.973387,17.836477,15.870154,15.312392,15.998103
2914,2914,2020-09-09,25.3,29.2,21.8,9.0,0,12.59,2.0,73.0,8.3,1012.5,40,81,20,8,0,0,1,4,3,0,0,0,4,4,0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,7.399999999999999,28.0,32.8,24.1,-3.599999999999998,-2.3000000000000007,-2.6999999999999993,6.711501,4.972952,8.539272,4.432635,6.1640897
2915,2915,2020-09-10,26.3,31.6,22.5,0.0,1,20.21,2.4,70.0,2.5,1009.5,40,15,138,12,0,1,1,5,5,0,0,0,4,6,2,5.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,9.100000000000001,25.3,29.2,21.8,2.400000000000002,0.6999999999999993,1.0,14.49346,16.337782,10.908007,18.032898,14.943037
2916,2916,2020-09-11,25.3,28.8,22.3,28.5,0,11.28,2.0,84.0,10.0,1011.4,40,73,18,6,0,0,1,1,4,0,0,0,3,3,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,6.5,26.3,31.6,22.5,-2.8000000000000007,-0.1999999999999993,-1.0,5.225842,4.7916017,5.573014,5.1190505,5.177377
2917,2917,2020-09-12,23.6,26.4,21.8,82.5,0,5.99,3.1,91.0,10.0,1010.9,40,129,59,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599999999999998,25.3,28.8,22.3,-2.400000000000002,-0.5,-1.6999999999999993,0.87879956,0.5648514,1.070216,1.0068974,0.8801911
2918,2918,2020-09-13,23.8,27.1,21.4,0.0,0,19.99,4.1,77.0,5.8,1014.3,40,75,29,3,0,0,0,1,2,0,0,0,0,3,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.700000000000003,23.6,26.4,21.8,0.7000000000000028,-0.40000000000000213,0.1999999999999993,2.4371336,2.7795684,3.6986125,4.1057687,3.255271
2919,2919,2020-09-14,23.6,28.5,19.8,0.0,1,21.41,2.5,70.0,4.5,1014.1,40,47,20,5,0,0,0,3,2,0,0,0,3,2,0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,8.7,23.8,27.1,21.4,1.3999999999999986,-1.5999999999999979,-0.1999999999999993,2.498494,4.192735,4.595047,4.5253434,3.9529047
2920,2920,2020-09-15,24.9,29.6,20.2,0.0,0,20.26,2.1,71.0,7.0,1012.6,40,27,53,10,0,2,2,2,4,0,0,0,5,5,0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,9.400000000000002,23.6,28.5,19.8,1.1000000000000014,0.3999999999999986,1.2999999999999972,5.1493716,7.242362,4.8717823,6.419555,5.920768
2921,2921,2020-09-16,24.3,25.4,22.9,11.5,0,3.67,2.1,86.0,10.0,1010.7,40,116,85,2,0,0,0,0,2,0,0,0,2,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.5,24.9,29.6,20.2,-4.200000000000003,2.6999999999999993,-0.5999999999999979,0.96490896,0.90303355,0.49264747,1.0077204,0.8420776
2922,2922,2020-09-17,24.2,25.9,22.3,62.5,0,3.39,1.6,94.0,10.0,1010.1,40,127,5,2,0,0,0,0,2,0,0,0,2,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.599999999999998,24.3,25.4,22.9,0.5,-0.5999999999999979,-0.10000000000000142,0.92610574,0.67238724,0.33275533,0.9053713,0.7091549
