,index,datetime,Tmean,Tmax,Tmin,precip,precip_flg,Sunlight,wind,humidity,cloud_cover,pres,TDFK,iday_overview,inight_overview,total,SHINSEIJI,YOJI,KIDS,ADULT,ELDER,UNKNOWN,Death,Severe,Mid,Minor,other,home,work1,work2,school,indoor,outdoor,road,other_place,deltaT,Tmean_yesterday,Tmax_yesterday,Tmin_yesterday,diff_yesterday_Tmax,diff_yesterday_Tmin,diff_yesterday_Tmean,pred0,pred1,pred2,pred3,pred
2923,2923,2020-09-18,21.2,22.6,19.8,29.5,0,3.19,2.4,91.0,10.0,1013.7,40,127,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000007,24.2,25.9,22.3,-3.299999999999997,-2.5,-3.0,-0.29292956,0.54391396,-0.23503253,-0.23662503,-0.05516829
2924,2924,2020-09-19,22.1,26.7,17.6,0.0,1,15.78,1.9,69.0,7.5,1016.5,40,79,86,4,0,0,2,1,1,0,0,0,1,3,0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,9.099999999999998,21.2,22.6,19.8,4.099999999999998,-2.1999999999999993,0.9000000000000021,0.78150874,1.1664106,1.298313,1.7950431,1.2603189
2925,2925,2020-09-20,22.0,27.2,17.4,0.0,1,18.48,2.6,58.0,5.0,1016.1,40,47,19,1,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,22.1,26.7,17.6,0.5,-0.20000000000000284,-0.10000000000000142,0.27171165,1.2437708,2.3285522,2.0953372,1.484843
2926,2926,2020-09-21,21.5,26.7,16.2,0.0,1,20.25,3.3,61.0,2.5,1015.9,40,19,24,2,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.5,22.0,27.2,17.4,-0.5,-1.1999999999999993,-0.5,-1.1986152,1.2722433,1.7609133,1.531765,0.8415766
2927,2927,2020-09-22,22.2,27.0,17.1,0.0,1,15.25,2.6,68.0,5.3,1014.0,40,79,20,4,0,0,0,0,4,0,0,0,3,1,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.899999999999999,21.5,26.7,16.2,0.3000000000000007,0.9000000000000021,0.6999999999999993,-0.33896467,1.6213992,1.263023,2.3990688,1.2361315
2928,2928,2020-09-23,23.6,28.1,19.0,0.0,0,15.07,2.9,74.0,7.5,1012.5,40,79,96,4,0,0,0,3,1,0,0,0,0,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,9.100000000000001,22.2,27.0,17.1,1.1000000000000014,1.8999999999999986,1.4000000000000021,3.0044193,3.0357614,3.2773545,3.844887,3.2906055
2929,2929,2020-09-24,22.0,23.6,20.9,21.0,0,2.96,1.9,91.0,10.0,1010.5,40,108,124,3,0,0,0,1,2,0,0,0,2,1,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700000000000003,23.6,28.1,19.0,-4.5,1.8999999999999986,-1.6000000000000014,0.0034309588,0.67735326,-0.0074989647,0.17706425,0.21258737
2930,2930,2020-09-25,23.1,26.8,20.5,16.5,0,16.68,4.8,83.0,8.3,1008.0,40,79,59,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.300000000000001,22.0,23.6,20.9,3.1999999999999993,-0.3999999999999986,1.1000000000000014,0.2755922,0.72128135,1.1422848,1.0057775,0.7862339
2931,2931,2020-09-26,23.1,26.4,20.8,0.0,0,16.87,5.4,72.0,6.3,1011.8,40,20,22,1,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.599999999999998,23.1,26.8,20.5,-0.40000000000000213,0.3000000000000007,0.0,-1.0531403,-0.08646259,0.3932702,-0.43815726,-0.2961225
2932,2932,2020-09-27,22.1,26.1,20.0,0.0,0,18.68,4.9,65.0,2.5,1014.9,40,15,19,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.100000000000001,23.1,26.4,20.8,-0.29999999999999716,-0.8000000000000007,-1.0,-2.1044562,-0.1885118,-0.45051855,-1.9655526,-1.1772598
2933,2933,2020-09-28,21.5,26.0,16.9,0.0,1,19.82,2.7,61.0,3.8,1014.3,40,47,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000001,22.1,26.1,20.0,-0.10000000000000142,-3.1000000000000014,-0.6000000000000014,-0.83413875,0.54586387,1.5231296,0.27626622,0.37778023
2934,2934,2020-09-29,21.8,26.4,17.0,0.0,1,20.92,3.0,71.0,2.8,1009.3,40,22,42,2,0,0,0,1,1,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.399999999999999,21.5,26.0,16.9,0.3999999999999986,0.10000000000000142,0.3000000000000007,0.034072567,2.0384295,3.023549,0.7427088,1.45969
2935,2935,2020-09-30,22.4,27.0,19.1,0.0,1,16.96,3.4,71.0,5.5,1008.1,40,15,20,2,0,0,0,2,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.899999999999999,21.8,26.4,17.0,0.6000000000000014,2.1000000000000014,0.5999999999999979,-0.14705448,1.8823558,0.93957496,2.6593251,1.3335503
