datetime,Tmean,Tmax,Tmin,precip,precip_flg,Sunlight,wind,humidity,cloud_cover,pres,TDFK,iday_overview,inight_overview,total,SHINSEIJI,YOJI,KIDS,ADULT,ELDER,UNKNOWN,Death,Severe,Mid,Minor,other,home,work1,work2,school,indoor,outdoor,road,other_place,year,log_Tmean,log_total,10%_Y,25%_Y,50%_Y,75%_Y,90%_Y,ols_fitting
2020-09-08,28.4,33.5,26.1,1.5,0.0,16.57,4.7,77.0,4.8,1015.3,23.0,43.0,42.0,33.0,0.0,0.0,7.0,9.0,17.0,0.0,0.0,0.0,8.0,25.0,0.0,9.0,3.0,0.0,6.0,4.0,2.0,7.0,2.0,2020.0,3.3463891451671604,3.4965075614664802,11.071,28.035,44.451,62.373,78.764,45.30012122100168
2020-09-09,26.6,34.0,22.8,9.5,0.0,16.55,2.1,76.0,7.5,1013.8,23.0,44.0,97.0,13.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,6.0,7.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,2020.0,3.2809112157876537,2.5649493574615367,-10.841,4.6641,22.588,40.794,56.575,22.782832116103812
2020-09-10,24.3,27.8,22.0,38.5,0.0,10.24,2.1,90.0,9.8,1011.7,23.0,88.0,97.0,11.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,2.0,8.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2020.0,3.190476350346503,2.3978952727983707,-23.501,-7.8845,9.103,26.501,41.854,9.46676741483526
2020-09-11,26.1,31.2,23.6,13.5,0.0,14.24,2.0,89.0,7.8,1014.2,23.0,89.0,44.0,16.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,3.0,13.0,0.0,7.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,2020.0,3.261935314328648,2.772588722239781,-13.037,1.2583,18.582,36.568,52.495,18.823195872998657
2020-09-12,27.3,32.0,23.6,1.0,0.0,16.83,2.5,79.0,8.3,1012.1,23.0,41.0,57.0,12.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,4.0,7.0,0.0,6.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2020.0,3.3068867021909143,2.4849066497880004,-3.0222,12.913,29.872,47.421,63.141,29.763760255456454
2020-09-13,26.2,28.7,23.6,7.5,0.0,6.92,2.9,84.0,10.0,1010.4,23.0,121.0,79.0,5.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2020.0,3.265759410767051,1.6094379124341003,-13.489,2.5294,19.415,36.576,52.333,19.55582900589641
2020-09-14,24.2,28.9,21.2,0.0,1.0,19.07,3.9,67.0,3.3,1011.6,23.0,105.0,20.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2020.0,3.186352633162641,1.0986122886681098,-24.378,-8.2142,9.0074,26.589,42.44,9.112107560351253
2020-09-15,24.5,29.3,19.3,0.0,1.0,18.14,2.4,66.0,3.0,1012.9,23.0,47.0,39.0,6.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,3.1986731175506815,1.791759469228055,-21.951,-7.1334,10.404,27.858,43.228,10.218036427226904
2020-09-16,25.5,30.4,22.4,0.0,1.0,13.96,2.3,74.0,10.0,1012.8,23.0,52.0,96.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2020.0,3.2386784521643803,1.9459101490553132,-19.024,-2.7607,14.923,32.412,47.809,14.969115639576922
2020-09-17,25.9,30.1,23.1,2.5,0.0,8.85,2.5,85.0,9.8,1011.8,23.0,67.0,53.0,6.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2020.0,3.254242968705492,1.791759469228055,-14.969,0.67213,17.541,34.313,50.454,17.439242715826335
2020-09-18,26.9,31.6,23.1,0.5,0.0,7.47,3.0,80.0,9.8,1010.1,23.0,88.0,96.0,14.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,1.0,13.0,0.0,4.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,2020.0,3.292126286607793,2.6390573296152584,-5.9288,8.9749,25.53,43.232,58.889,25.54796537857918
2020-09-19,24.4,29.0,21.1,1.0,0.0,18.84,3.8,62.0,8.5,1013.4,23.0,41.0,53.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2020.0,3.1945831322991562,1.3862943611198906,-22.694,-7.7857,9.3033,26.639,42.366,9.835231278057025
2020-09-20,22.7,27.1,20.3,0.0,0.0,11.97,1.9,61.0,9.8,1013.9,23.0,55.0,53.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020.0,3.122364924487357,0.6931471805599453,-28.644,-12.531,4.7933,22.988,39.089,5.138966567926456
2020-09-21,23.7,28.8,19.6,0.0,1.0,21.53,2.8,58.0,3.3,1014.2,23.0,15.0,36.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2020.0,3.1654750481410856,1.3862943611198906,-24.011,-8.9108,6.726,24.799,40.567,7.528431256932591
2020-09-22,23.2,27.5,20.0,0.0,0.0,13.05,2.6,69.0,9.5,1015.4,23.0,55.0,96.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2020.0,3.1441522786722644,1.0986122886681098,-26.101,-11.004,6.3094,23.434,40.093,6.219996506293966
2020-09-23,24.2,28.8,21.1,0.0,0.0,15.21,2.1,71.0,9.8,1011.4,23.0,52.0,53.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2020.0,3.186352633162641,0.6931471805599453,-23.837,-8.0784,9.0191,25.762,41.843,9.112107560351253
2020-09-24,25.8,30.9,22.4,0.0,0.0,14.91,2.3,65.0,10.0,1009.7,23.0,52.0,135.0,8.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2020.0,3.250374491927572,2.0794415416798357,-16.767,-0.62227,17.195,33.923,49.589,16.785904674140266
2020-09-25,21.7,25.0,20.1,30.0,0.0,1.76,2.7,92.0,10.0,1004.9,23.0,108.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,3.077312260546414,-inf,-29.98,-13.421,3.6016,20.42,36.568,3.507899120676302
2020-09-26,23.3,26.4,20.1,0.0,0.0,10.42,2.2,80.0,9.8,1006.7,23.0,52.0,53.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,3.1484533605716547,0.0,-26.688,-11.236,6.4992,24.293,40.03,6.462090120883409
2020-09-27,22.9,27.7,19.8,0.0,1.0,19.56,4.8,64.0,2.8,1009.6,23.0,15.0,19.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2020.0,3.131136910560194,1.0986122886681098,-27.657,-11.81,6.0759,23.464,38.735,5.546787545142994
2020-09-28,22.7,28.7,17.1,0.0,1.0,21.23,2.7,58.0,1.0,1012.1,23.0,15.0,36.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,3.122364924487357,0.6931471805599453,-27.317,-12.033,4.8958,22.21,37.437,5.138966567926456
2020-09-29,22.3,25.6,19.7,0.0,1.0,14.78,2.5,67.0,10.0,1009.8,23.0,96.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,3.104586678466073,-inf,-29.305,-13.112,3.64,21.541,36.75,4.411073696072805
2020-09-30,22.7,27.7,18.7,0.0,1.0,16.36,2.1,66.0,7.0,1006.7,23.0,97.0,53.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,3.122364924487357,0.0,-27.412,-12.082,4.6977,23.211,38.01,5.138966567926456
